category,continent,ISO_A,country_clean,year,indicator,gender,classif_type1,classif_type2,sector,value,HDI_2023,age_group,education_level,unit,value_usd,scale,population,indicator_abbr,indicator_group
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,45-54,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.012,0.786,"Adults (25-54)","Not stated",thousands,0.012,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): X. No schooling",Other,0.008,0.786,"Senior (55+)","Less than basic",thousands,0.008,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 1. Primary education",Other,0.006,0.786,"Senior (55+)",Basic,thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.039,0.786,"Senior (55+)",Intermediate,thousands,0.039,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 3. Upper secondary education",Other,0.275,0.786,"Senior (55+)",Intermediate,thousands,0.275,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.025,0.786,"Senior (55+)",Advanced,thousands,0.025,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.123,0.786,"Senior (55+)",Advanced,thousands,0.123,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.092,0.786,"Senior (55+)",Advanced,thousands,0.092,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.015,0.786,"Senior (55+)",Advanced,thousands,0.015,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,55-64,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.013,0.786,"Senior (55+)","Not stated",thousands,0.013,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 2. Lower secondary education",Other,0.011,0.786,"Senior (55+)",Intermediate,thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 3. Upper secondary education",Other,0.042,0.786,"Senior (55+)",Intermediate,thousands,0.042,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.006,0.786,"Senior (55+)",Advanced,thousands,0.006,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.012,0.786,"Senior (55+)",Advanced,thousands,0.012,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.026,0.786,"Senior (55+)",Advanced,thousands,0.026,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2020,"Labour Force",F,65+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.011,0.786,"Senior (55+)",Advanced,thousands,0.011,absolute,17792,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (Aggregate levels): Less than basic",Other,0.145,0.786,"Child (<15)","Less than basic",thousands,0.145,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (Aggregate levels): Basic",Other,0.58,0.786,"Child (<15)",Basic,thousands,0.58,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (Aggregate levels): Intermediate",Other,2.279,0.786,"Child (<15)",Intermediate,thousands,2.279,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (Aggregate levels): Advanced",Other,2.032,0.786,"Child (<15)",Advanced,thousands,2.032,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (Aggregate levels): Level not stated",Other,0.045,0.786,"Child (<15)","Not stated",thousands,0.045,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (Aggregate levels): Basic",Other,0.564,0.786,"Adults (25-54)",Basic,thousands,0.564,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (Aggregate levels): Intermediate",Other,2.267,0.786,"Adults (25-54)",Intermediate,thousands,2.267,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (Aggregate levels): Advanced",Other,1.951,0.786,"Adults (25-54)",Advanced,thousands,1.951,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (Aggregate levels): Level not stated",Other,0.045,0.786,"Adults (25-54)","Not stated",thousands,0.045,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Basic",Other,0.064,0.786,"Youth (15-24)",Basic,thousands,0.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Intermediate",Other,0.137,0.786,"Youth (15-24)",Intermediate,thousands,0.137,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Advanced",Other,0.119,0.786,"Youth (15-24)",Advanced,thousands,0.119,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (Aggregate levels): Level not stated",Other,0.029,0.786,"Youth (15-24)","Not stated",thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (Aggregate levels): Less than basic",Other,0.145,0.786,"Youth (15-24)","Less than basic",thousands,0.145,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (Aggregate levels): Basic",Other,0.516,0.786,"Youth (15-24)",Basic,thousands,0.516,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (Aggregate levels): Intermediate",Other,2.142,0.786,"Youth (15-24)",Intermediate,thousands,2.142,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (Aggregate levels): Advanced",Other,1.913,0.786,"Youth (15-24)",Advanced,thousands,1.913,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (Aggregate levels): Less than basic",Other,0.044,0.786,"Child (<15)","Less than basic",thousands,0.044,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (Aggregate levels): Basic",Other,0.201,0.786,"Child (<15)",Basic,thousands,0.201,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (Aggregate levels): Intermediate",Other,1.549,0.786,"Child (<15)",Intermediate,thousands,1.549,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (Aggregate levels): Advanced",Other,1.996,0.786,"Child (<15)",Advanced,thousands,1.996,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (Aggregate levels): Level not stated",Other,0.072,0.786,"Child (<15)","Not stated",thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (Aggregate levels): Basic",Other,0.182,0.786,"Adults (25-54)",Basic,thousands,0.182,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (Aggregate levels): Intermediate",Other,1.519,0.786,"Adults (25-54)",Intermediate,thousands,1.519,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (Aggregate levels): Advanced",Other,1.94,0.786,"Adults (25-54)",Advanced,thousands,1.94,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (Aggregate levels): Level not stated",Other,0.072,0.786,"Adults (25-54)","Not stated",thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Intermediate",Other,0.161,0.786,"Youth (15-24)",Intermediate,thousands,0.161,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Advanced",Other,0.148,0.786,"Youth (15-24)",Advanced,thousands,0.148,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (Aggregate levels): Level not stated",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (Aggregate levels): Less than basic",Other,0.044,0.786,"Youth (15-24)","Less than basic",thousands,0.044,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (Aggregate levels): Basic",Other,0.201,0.786,"Youth (15-24)",Basic,thousands,0.201,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (Aggregate levels): Intermediate",Other,1.388,0.786,"Youth (15-24)",Intermediate,thousands,1.388,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (Aggregate levels): Advanced",Other,1.848,0.786,"Youth (15-24)",Advanced,thousands,1.848,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): X. No schooling",Other,0.024,0.786,"Child (<15)","Less than basic",thousands,0.024,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 0. Early childhood education",Other,0.121,0.786,"Child (<15)","Less than basic",thousands,0.121,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 1. Primary education",Other,0.102,0.786,"Child (<15)",Basic,thousands,0.102,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 2. Lower secondary education",Other,0.478,0.786,"Child (<15)",Intermediate,thousands,0.478,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 3. Upper secondary education",Other,1.876,0.786,"Child (<15)",Intermediate,thousands,1.876,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.403,0.786,"Child (<15)",Advanced,thousands,0.403,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.513,0.786,"Child (<15)",Advanced,thousands,1.513,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.43,0.786,"Child (<15)",Advanced,thousands,0.43,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.07,0.786,"Child (<15)",Advanced,thousands,0.07,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15+,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.045,0.786,"Child (<15)","Not stated",thousands,0.045,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.47,0.786,"Adults (25-54)",Intermediate,thousands,0.47,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 3. Upper secondary education",Other,1.864,0.786,"Adults (25-54)",Intermediate,thousands,1.864,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.403,0.786,"Adults (25-54)",Advanced,thousands,0.403,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.494,0.786,"Adults (25-54)",Advanced,thousands,1.494,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.376,0.786,"Adults (25-54)",Advanced,thousands,0.376,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-64,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.045,0.786,"Adults (25-54)","Not stated",thousands,0.045,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 2. Lower secondary education",Other,0.064,0.786,"Youth (15-24)",Intermediate,thousands,0.064,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.12,0.786,"Youth (15-24)",Intermediate,thousands,0.12,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.111,0.786,"Youth (15-24)",Advanced,thousands,0.111,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.029,0.786,"Youth (15-24)","Not stated",thousands,0.029,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): X. No schooling",Other,0.024,0.786,"Youth (15-24)","Less than basic",thousands,0.024,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 0. Early childhood education",Other,0.121,0.786,"Youth (15-24)","Less than basic",thousands,0.121,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 1. Primary education",Other,0.102,0.786,"Youth (15-24)",Basic,thousands,0.102,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 2. Lower secondary education",Other,0.414,0.786,"Youth (15-24)",Intermediate,thousands,0.414,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 3. Upper secondary education",Other,1.756,0.786,"Youth (15-24)",Intermediate,thousands,1.756,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.387,0.786,"Youth (15-24)",Advanced,thousands,0.387,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.402,0.786,"Youth (15-24)",Advanced,thousands,1.402,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.422,0.786,"Youth (15-24)",Advanced,thousands,0.422,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",M,25+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.07,0.786,"Youth (15-24)",Advanced,thousands,0.07,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 2. Lower secondary education",Other,0.188,0.786,"Child (<15)",Intermediate,thousands,0.188,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 3. Upper secondary education",Other,1.215,0.786,"Child (<15)",Intermediate,thousands,1.215,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.334,0.786,"Child (<15)",Advanced,thousands,0.334,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.329,0.786,"Child (<15)",Advanced,thousands,1.329,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.566,0.786,"Child (<15)",Advanced,thousands,0.566,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 7. Master's or equivalent level",Other,0.094,0.786,"Child (<15)",Advanced,thousands,0.094,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15+,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.072,0.786,"Child (<15)","Not stated",thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 2. Lower secondary education",Other,0.172,0.786,"Adults (25-54)",Intermediate,thousands,0.172,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 3. Upper secondary education",Other,1.199,0.786,"Adults (25-54)",Intermediate,thousands,1.199,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.32,0.786,"Adults (25-54)",Advanced,thousands,0.32,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.302,0.786,"Adults (25-54)",Advanced,thousands,1.302,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.55,0.786,"Adults (25-54)",Advanced,thousands,0.55,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-64,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.072,0.786,"Adults (25-54)","Not stated",thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 3. Upper secondary education",Other,0.072,0.786,"Youth (15-24)",Intermediate,thousands,0.072,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.089,0.786,"Youth (15-24)",Advanced,thousands,0.089,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,0.123,0.786,"Youth (15-24)",Advanced,thousands,0.123,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,15-24,"Education (ISCED-11): 9. Not elsewhere classified",Other,0.04,0.786,"Youth (15-24)","Not stated",thousands,0.04,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (ISCED-11): 2. Lower secondary education",Other,0.188,0.786,"Youth (15-24)",Intermediate,thousands,0.188,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (ISCED-11): 3. Upper secondary education",Other,1.143,0.786,"Youth (15-24)",Intermediate,thousands,1.143,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (ISCED-11): 4. Post-secondary non-tertiary education",Other,0.245,0.786,"Youth (15-24)",Advanced,thousands,0.245,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (ISCED-11): 5. Short-cycle tertiary education",Other,1.205,0.786,"Youth (15-24)",Advanced,thousands,1.205,absolute,17715,LF,"Labour Force"
"Top 5",Oceania,PLW_A,Palau,2014,"Labour Force",F,25+,"Education (ISCED-11): 6. Bachelor's or equivalent level",Other,0.54,0.786,"Youth (15-24)",Advanced,thousands,0.54,absolute,17715,LF,"Labour Force"
